"","CABBI","SIRET_DEC","SIRET_FINAL","VALID"
"618","7350507876",41793019500124,"41793019500124",1
"619","7354210975",86680034500047,"86680034500047",1
"620","7354245740",32946371500220,"82179410400017",0
"621","7354439226",39792920900021,"34326262212904",0
"622","7303017804",41239723400243,"31588406400025",0
"623","7354438646",NA,"81536234800014",0
"624","7354438657",32065170600030,"86880066500036",0
"625","7354439265",NA,"40354104800126",0
"626","7354211450",19442312500013,"48743170200025",0
"627","7354244804",NA,"35600000015352",0
"628","7354245001",54209790203832,"54209790203832",1
"629","7354211454",58214547000065,"58214547000065",1
"630","7354438086",49093061700025,"81228928800019",0
"631","7354438882",79411529500014,"38395175300045",0
"632","7354245225",NA,"45105338300449",0
"633","7354246036",55208131789532,"72204912900181",0
"634","7354211474",38012986638477,"51931721800013",0
"635","7354245846",48431487700016,"42291992800016",0
"636","7354211481",49521892700012,"49521892700012",1
"637","7354220395",77560485300033,"41343060400012",0
"638","7354220816",53510475600015,"39505048700044",0
"639","7350507765",52417622900028,"44424313300014",0
"640","7354211334",49812097100029,"49812097100029",1
"641","7354438361",52929409200018,"42360762100046",0
"642","7354245902",85880231700041,"85880231700041",1
"643","7354245315",6320088500604,"80038243400069",0
"644","7308355409",50016072600013,"31155975100020",0
"645","7354328062",56203783800025,"43048170500258",0
"646","7306155255",82509570600016,"82509570600016",1
"647","7354328216",21440132500011,"21440132500011",1
"648","7354290832",35276139900018,"35276139900018",1
"649","7354475817",49296720300018,"49296720300018",1
"650","7306137529",51158516800012,"51158516800012",1
"651","7306154830",78821382500508,"78821382500508",1
"652","7354208558",43432966000022,"41501452100025",0
"653","7354208552",49872061400011,"49872061400011",1
"654","7354332929",42295647400064,"53017925800021",0
"655","7354332126",82161597800078,"82161597800078",1
"656","7354331954",30169165500072,"81373625300010",0
"657","7354333205",26440029200019,"26440029200019",1
"658","7354332841",NA,"34324788800021",0
"659","7303023630",NA,"82172742700014",0
"660","7354289016",44950770600025,"44950770600025",1
"661","7354290316",41427740000050,"41427740000050",1
"662","7354271748",44005635600684,"34823917900016",0
"663","7301381991",33767863500059,"43384951000048",0
"664","7354271779",43267706000019,"48767547200012",0
"665","7350670711",26130008100088,"26130008100229",0
"666","7354266834",NA,"52306731200018",0
"667","7354267069",NA,"38927229500764",0
"668","7354269412",34738457000516,"34738457000516",1
"669","7354271095",52902640300046,"52902640300046",1
"670","7354317647",18440132100668,"77568232100424",0
"671","7354319329",33487372601724,"33487372601724",1
"672","7354317246",34971674600020,"34971674600020",1
"673","7354319338",41237604800044,"41237604800044",1
"674","7354316000",51380752900013,"39521822500039",0
"675","7301385249",5780817200043,"5780817200043",1
"676","7354316012",70201109900059,"42167708900151",0
"677","7354319152",NA,"19440984300399",0
"678","7354316874",13000853500010,"49172378900054",0
"679","7303033764",21440066500011,"22440002802777",0
"680","7354317569",48936969400042,"48936969400042",1
"681","7303037164",NA,"21440066500045",0
"682","7354316540",26440013600018,"26440013600018",1
"683","7354318245",30122243600174,"53362307000018",0
"684","7354319704",45044752900022,"45044752900022",1
"685","7354319501",77566633200074,"47872062600025",0
"686","7305718721",42117403800024,"33104813200020",0
"687","7354400561",80524634500013,"80524634500013",1
"688","7350593286",35046075400038,"35046075400038",1
"689","7354401170",42826802326304,"81996302600011",0
"690","7307326943",35045016900049,"38091872200014",0
"691","7354401349",NA,"44458060900014",0
"692","7354400629",42219375500507,"18130001300115",0
"693","7354400618",26130022200013,"26130022200013",1
"694","7354400782",80858232400022,"40032549400021",0
"695","7350670776",52131620800011,"52131620800011",1
"696","7305718853",26130022200013,"26130022200013",1
"697","7354400537",38368921300023,"34326262218547",0
"698","7307332645",51829476400031,"42349279200126",0
"699","7305755347",26130008100153,"26130008100153",1
"700","7305754740",NA,"41381282700280",0
"701","7305755262",NA,"33156897200011",0
"702","7305749125",5980132402437,"75046880300028",0
"703","7305747528",21130103100012,"21130103100012",1
"704","7305748642",34933867300032,"44086757000044",0
"705","7354321332",NA,"49418193600019",0
"706","7305747189",33447348500020,"34266746600037",0
"707","7305747119",NA,"17130151800014",0
"708","7305748431",35238371500021,"42006305900034",0
"709","7305754749",NA,"49007372300457",0
"710","7354305386",NA,"42213614300126",0
"711","7354304775",32609447101106,"80413453400010",0
"712","7354304634",NA,"79228461400023",0
"713","7305746612",53307991900023,"53307991900023",1
"714","7354502999",79886853500021,"79886853500021",1
"715","7305730291",44228793400024,"47949904800011",0
"716","7306136508",NA,"21440036800178",0
"717","7350659958",21130030600019,"21130030600043",0
"718","7350659982",NA,"81043589100017",0
"719","7354262930",77567227228109,"38333320000020",0
"720","7354264620",NA,"48038144100017",0
"721","7354263223",13001533200211,"13001533200088",0
"722","7354265875",72162085400019,"72162085400019",1
"723","7305711984",NA,"35018719100019",0
"724","7354263348",NA,"80469682100011",0
"725","7305717350",35051653000028,"35051653000028",1
"726","7354261315",NA,"17130430600227",0
"727","7305716148",34442025200050,"18006801702223",0
"728","7350659034",21130030600019,"21130030600019",1
"729","7354263009",51324955700028,"49116033900017",0
"730","7354263308",43215801200059,"43215801200059",1
"731","7354261138",34860741700626,"43839608700027",0
"732","7305714332",NA,"53053900600029",0
"733","7354262980",33001361600017,"99753681801698",0
"734","7354266184",42110064500165,"42110064500165",1
"735","7354262161",NA,"43238908800019",0
"736","7354265094",77568501900405,"18008901307770",0
"737","7354265089",13000798200106,"42499117200067",0
"738","7354266126",44449577400242,"49425072300017",0
"739","7305715892",35238371500021,"35238371500021",1
"740","7305712393",NA,"2152056400010",0
"741","7350510235",17130430600011,"82520624600019",0
"742","7305714405",21130001700012,"40822584500044",0
"743","7354263419",38009408600010,"38009408600010",1
"744","7306136216",42995529705635,"42995529705635",1
"745","7354260273",78268799000039,"19753472000044",0
"746","7305716780",NA,"50179900100018",0
"747","7305713094",38312387400042,"38312387400042",1
"748","7354265833",38497078603879,"38497078603879",1
"749","7354264316",65204081700122,"72202470000154",0
"750","7354265386",NA,"21130001700178",0
"751","7354265917",20005480700116,"20005480700116",1
"752","7354260415",32172239900011,"77566260400120",0
"753","7354248502",40014429100012,"79871983700014",0
"754","7354320339",NA,"51837428500022",0
"755","7354320957",35238371500021,"51409332700021",0
"756","7350508839",31261306000069,"31261306000069",1
"757","7354248074",13001533200211,"13001533200088",0
"758","7354248030",35355093200027,"55208131731435",0
"759","7354320515",48186268800019,"78276332000051",0
"760","7354248850",NA,"82415951100016",0
"761","7305769657",NA,"51827468300011",0
"762","7354320679",17130120300203,"17130120300203",1
"763","7305770113",NA,"42249946700013",0
"764","7350509320",21130055304695,"18130008800232",0
"765","7350509746",NA,"81262269400022",0
"766","7350615492",49022282500039,"43132514100312",0
"767","7350616144",NA,"47925398100043",0
"768","7350616190",79064872900016,"79114119500028",0
"769","7350615795",26130002400013,"26130002400054",0
